Author,Location,Date,Comment,Stars
Katherin,"Hartland, MI","Reviewed March 30, 2022",We would like to express our appreciation for Travis. Travis is knowledgeable and a gentleman. He walked us through a loan we had no knowledge about. Travis answered Mike's questions regarding the VA loan and if he didn't have the answer Travis would obtain it and explain the answers. He also explained why we had to have the inspections and certain documents. Travis always answered us in a timely manner and was very customer friendly. We will recommend Travis to our family and friends when seeking a refinance or mortgage. You have a gem working for Rocket.,5
Joseph,"West Salem, OH","Reviewed March 30, 2022","The refi team was wonderful. We worked mainly with Verenice and she was very enjoyable to talk with.. Everything was quick and straightforward, if there were any issues they were taken care of promptly. Overall I would recommend Rocket Mortgage to anyone I know!!",5
Thomas,"Edgewood, MD","Reviewed March 29, 2022",We received excellent service. Thanks for your assistance in helping us refinance our home. We were very pleased. We will be recommended you highly to anyone that we know that is in need of purchasing or refinancing their home. Thank you for your service. It was greatly appropriated.,5
Fecele,"Aurora, IL","Reviewed March 29, 2022","Our experience was very good, good communication with Rocket Mortage employee, all of them was very nice and they all helped us. Spontaneous was Antonio and faster in responding to our questions, at any time. We definitely would recommend to our friends. Thank you so much.",5
John,"Canfield, OH","Reviewed March 29, 2022","My experience with Rocket was wonderful. Everyone I spoke with communicated clearly, efficiently, and in a timely manner. Each representative I spoke with had a high knowledge base to answer any and all questions. The process was very smooth from start to finish.",5
Selena,"Lawrenceville, GA","Reviewed March 29, 2022",The process was easy from beginning to end! I love how they sent emails or text for everything and all I had to do is login and upload the docs. I will recommend Rocket Mortgage to my friends! Super fast too!,5
Dolores,"Bristol, PA","Reviewed March 28, 2022",I had the pleasure of using Rocket Morgage for my remortgage. The experience was made easy for me with the different personnel as my remortgage went through different processes. Everything went quickly accurately and I was updated when necessary to keep me on track. I was even able to close my mortgage from home because I didn't feel qualified to do it alone from my computer. Thank you Rocket Morgage for everything.,5
David,"Edmore, MI","Reviewed March 25, 2022","Everyone was good to work with and all very helpfully in getting the loan done. But would help to have a list what forms we needed at the beginning of the loan to make it go faster and smother I think, But you did a good job and I would use you again and tell my friends about you,",5
Penny,"Bunker Hill, WV","Reviewed March 24, 2022","Fast closing and great customer service. So glad Rocket Mortgage was able to help use become almost debt free. We did refer our daughter for refinancing. Drew, our contact, was quick to answer any questions we had. Great customer service. She seems to having a great experience as well.",5
Leslie,"Hoover, AL","Reviewed March 22, 2022","This was the easiest loan I have ever done. If this is the way for first time home owners, they have to go this route. All levels of the loan were so easy. Great teams! Thanks to everyone that helped answer my questions.",5
Terri,"Hanover, PA","Reviewed March 18, 2022",Everything went fairly smoothly. I would give 5 stars except # 1 No one has given me information where I make my mortgage payments And # 2 One payoff check was under by $400 + and another over by $300 +. A third was used for my estimate so I owe almost $500 for that one and thought those amounts would be covered. Also the checks were delivered on my porch not in between the door as I was told. It was my understanding that my credit cards would all be of off in full. At this point I am uncertain whether or not I will receive money from the over paid loan or not which is upsetting. Also the total amounts according to Rocket and the closing agent were off by approximately $100 which was also disappointing.,3
Todd,"Horseshoe Bend, ID","Reviewed March 18, 2022","The entire process were efficient and smooth. All involved parties were professional and very friendly and helpful. Our loan officer Joseph ** was extremely professional, very knowledgable and made the process quick and easy. We have been very happy with Rocket Mortgage and continue to be pleased with them after the refi.",5
