Author,Location,Date,Comments,Rating
Susan,"Omaha, NE","Reviewed Aug. 19, 2022",Very satisfied with Emily **... However we closed on August 1 and we still had to pay for August with our new mortgage due September 1. We did NOT get the 1 month skip for the mortgage payment!! The numbers got very sketchy after closing and we have yet to receive any reimbursements as of August 18.,2
Vivienne,"Tamarac, FL","Reviewed Aug. 17, 2022","Very knowledgeable, patient and professional banker to deal with as a first time home buyer. I will recommend him to everyone. His expertise and friendly patient demeanor meant quite a lot to me as I had no idea what to do without his guidance and support anytime of the day or evening!",5
Robin,"Mesquite, NV","Reviewed Aug. 17, 2022","From start to finish in my home mortgage application process, we were treated with courtesy and respect by all of the Rocket Mortgage team. It was almost effortless and it was a real pleasure having them handle a normally stressful procedure.",5
Tim,"Garner, NC","Reviewed Aug. 12, 2022",Very efficient and easy. Took only a couple of weeks. Very friendly and helpful. All done online and submissions were completed easily and quickly. All promises were kept and questions answered promptly. 3rd mortgage with Rocket and will use again.,5
Angel,"Conwy, SC","Reviewed Aug. 12, 2022",Everyone I worked with was pleasant and professional. All questions answered promptly and service was awesome. Timeframe for process exceeded my expectations. I appreciated the realtor I was referred to and he was great to work with. I have already referred other family members and friends to both the realtor and Rocket Mortgage,5
Keith,"Marne, IA","Reviewed Aug. 12, 2022",I have been a happy customer for 10 years and this last refi experience has made me want to run screaming from them. They promise way more than they deliver and the banker is just a salesman trying to make a commission.,1
Chad,"Bowdoinham, ME","Reviewed Aug. 10, 2022","We were pushed out four weeks by the lenders and teams they work with and then ** hard out of our two months before first payment was due, highly unimpressed with the company and would never recommend. Glad it's done and over and personally never want to deal with any part of Rocket again. Cheers.",1
Susan,"East Helena, MT","Reviewed Aug. 8, 2022","Everyone was helpful, dedicated, and knew what to do to keep us moving forward. The lender on our sale home was constantly behind, rescheduling our closing, changing dates, and it put us all in a complicated place for the purchase of the other home. Fortunately, all the Rocket team kept us going, adjusted as needed, and the realtor called the seller of Washington Avenue to keep them updated and get extensions for us. We finally were able to sign papers on both ends July 21st.",5
Hamisi,"Diablo Grande, CA","Reviewed Aug. 5, 2022","This is my second experience with Rocket Mortgage and again I was very pleased with the thorough and professional way my business was handled. All the agents I dealt with were timely, concise and assuring. All facets of my transaction were a pleasure.",5
Dan,"La Mesa, CA","Reviewed Aug. 4, 2022","Everybody I interacted with was knowledgeable, courteous and professional. That, combined with the online dashboard which is simple, yet elegant, let me know exactly where I was in the process. It was a remarkably pleasant experience. So the refi experience was awesome.",5
Aaron,"Stone Mountain, GA","Reviewed July 29, 2022","Everyone at Rocket Mortgage were great to deal with, they did what they said and helped us with everything we needed to do to get our loan setup to be able to close on our house in record time (we managed to get it done 20 days before the deadline).",5
Josh,"Norfolk L, VA","Reviewed July 27, 2022",It all started with a dream of home ownership as I started a new job in the other half of the state. Times were looking bleak with the market noticed looking great and rates going up. But Rocket came through and had the lowest rate I could get for a 30yr fixed. The Rocket team put in a lot of work and help me through the first time home buyers process. Closing was on time and on budget and that helped a lot with moving planes and fixes to the house. Thank you Rocket.,5
