Author,Location,Date,Comment,Stars
David,"High Point, NC","Reviewed April 26, 2021",I contacted Patriot Gold Group after getting the run around from other firms and speaking to sales associates who had to touch base with their account manager for portfolio advice which I was not comfortable with in addition to suggesting foreign metals that I had no interest in. Jack Hanney changed all that assuring me that with Patriot Gold Group you are working directly with an owner who listens and has your best interest in mind. Jack answered all my questions suggesting only American Gold/Silver for my precious metals IRA Rollover and made the entire process seamless and worry-free. Jack continues to keep me informed and available to answer questions as they arise. Thank you Jack for your assistance and professionalism in assisting us with our decision for a metals IRA rollover. I have been extremely satisfied and appreciate the pleasant experience you provided.,5
Paul,"White Plains, NY","Reviewed April 26, 2021","I was a new investor in gold. I researched a few companies and was really impressed with Patriot. The staff were all true professionals from the top down. They were informative, answered all my questions, sincere, patient and polite. I have recommend them to friends.",5
Chapman,"Baker City, OR","Reviewed April 26, 2021","My experience with Patriot Gold has been awesome. Ron, Mike, Frank, and Kristin are all a pleasure to do business with. Always greeted with enthusiasm and thorough explanations of what my options are based on what best suits my goals. Quick to answer my calls and emails, and always make me, as a customer, feel welcome and valued. I am grateful and couldn't ask for more than what they eagerly give.",5
Janet,"Holden, MA","Reviewed April 26, 2021","My experience with Patriot Gold Group has been exceptional. I was very inexperienced at investing in precious metals, and was apprehensive about moving so much of my 403(b) retirement savings into an IRA backed by precious metals, but Andy very patiently explained (more than once!) how it all worked. The transaction was completed very quickly and accurately, and I could not be more pleased. I highly recommend this company and its employees and representatives!",5
Diana,"Brooklyn, NY","Reviewed April 26, 2021",Great service. All explained and the first delivery was on time and clear. Michael ** Was caring and trustworthy. Then the delivery process was exactly as we had spoken about. Love the monthly calls! Would definitely recommend others and or use again. Thank you for your service!,5
Marilyn,"Syracuse, NY","Reviewed April 22, 2021","Always helpful. It's easy to ask questions and I always get helpful information that is impossible for me to find on my own. I feel confident with ""Andy"" and others I've spoken with. My transactions have been quick and simple. I always get answers on up-to-date prices whenever I am curious. I called based on Dick ** recommendation and have been very pleased and so glad I called that first time.",5
Jess,"Ellensburg, WA","Reviewed April 22, 2021","At the time I called I was very unassured as to what or how much I wanted to invest in. I was introduced to Ron **. He guided me me thoroughly through their process of recommendations. I know my money is in the best hands ever, he and his team took excellent care of me. I am now at ease with my decision to have worked with Patriot Gold Group! Best regards Jess **",5
Todd,"Batavia, OH","Reviewed April 22, 2021",This was my first time investing in gold and silver. Kristen was extremely helpful and made me feel like her number one customer. This was one of the best purchases I have ever made. I will definitely purchase more precious metals from Patriot Gold Group.,5
Keith,"Los Angeles, CA","Reviewed April 22, 2021",Excellent service. Patriot Gold Group made the process easy and informative with their knowledge and experience. I appreciate the personal service and attention that I received when making my investment. I look forward to the future with the Patriot Gold Group.,5
Ann,"Hamilton, MT","Reviewed April 22, 2021","Customer service excellent, knowledgeable, prompt, caring. Very easy to make transactions. All my questions addressed promptly, curiously and informative. This was my first time purchasing gold and silver. Very happy with my experience. I will definitely recommend you to my family and friends.",5
Eduardo,"Surprise, AZ","Reviewed April 21, 2021",I was really impressed with the personal and quick response. I was helped through the process and the knowledge they have was amazing. I would recommend them to anyone who needs confidence and trust. I initially was going to go with a different company but Patriot Gold gave me the confidence to move my 401k to a precious medal IRA.,5
