Author,Location,Date,Comments,Reviews
Chris,"Murfreesboro, TN","Reviewed Oct. 1, 2013",Amerisave was great!! Both my realtor and closing agent said they were impressed with the service and efficiency of Amerisave. I will definitely recommend them to friends and use them in the future.,5
Michelle,"East Kingston, NH","Reviewed Oct. 1, 2013","Mike ** and Nikki ** were fantastic to work with at AmeriSave. They were extremely responsive, answering emails, sometimes late into the evening hours. We were also impressed with how quickly our loan was processed (2 weeks). Local mortgage companies could not compete with the timing or the rates from AmeriSave. The online portal was also extremely easy to use and extremely helpful in facilitating paperwork that was needed for the loan. AmeriSave was recommended to us from a friend and we are so happy that we went with AmeriSave to purchase our home. We would not hesitate to recommend AmeriSave to others.",5
Vivien,"Dumfries, VA","Reviewed Sept. 30, 2013",The process and the cost is straightforward. The processors were excellent in keeping us informed. Have a great experience with them.,5
Amy,"Bandon, OR","Reviewed Sept. 30, 2013","I would recommend Amerisave because their customer service is helpful and gracious. So many other companies are pushy and aggressive, but this company just really seems to be about serving, even after many of my questions.",5
Thaddeus,"Columbia, MD","Reviewed Sept. 30, 2013","I am a first time buyer and was at first skeptical using an online service. Fortunately, Amerisave has worked out great. The application process is streamlined and the staff is very helpful. Best of all, they have the best rates.",5
Yonit,"Agoura Hills, CA","Reviewed Sept. 27, 2013","I had a great experience with Amerisave and definitely recommend this company to anyone who is purchasing or refinancing. Anyone I hear that is looking to purchase and refi, I send them to our loan officer, Harry ** at Amerisave. He was great!! He makes himself available at all times, via email or phone, for any questions or concerns, even after the loan closed. He's so patient and helpful. He really takes the time to explain things to you, and really tries to work with you. Now that I'm looking to purchase a second home, I've already called Harry to start my application.",5
Ryan ,"Chino Hills, CA","Reviewed Sept. 27, 2013","These guys were great to deal with. Joseph was quick, responsive and knowledgeable. Most importantly, you can actually talk to a live person anytime you want and they are more than happy to help answer any questions. Good company if you're looking to refi. I would highly recommend Amerisave.",5
Atty,"Atlanta, GA","Reviewed Sept. 27, 2013",The advertised fees don't accurately represent what it costs to close. Expect Amerisave to ask you for about double what they advertise. They will charge you an appraisal fee upfront. It will be expensive. Just stay away.,N/A
Patrick,"Sandy Springs, GA","Reviewed Sept. 27, 2013","Jeramie and Juli were very attentive and on the ball with everything. They made the process easy. Not only was Amerisave the cheapest, but the customer service was exceptional! I highly recommend Amerisave.",5
Daniel ,"Manchester, NH","Reviewed Sept. 27, 2013",I have had a great experience securing a mortgage through Amerisave. I like that most everything is handled online. You can upload and download documents very easily. And my processors were always on top of things. Most questions/issues were responded to same day. Can't ask for better service.,5
Quyen,"Lafayette, LA","Reviewed Sept. 27, 2013",This is the best place to get a mortgage online period. Their website is user friendly. All documents required can be uploaded online. Their loan processors are very professional. It's like having a personal mortgage agent.,5
Florine,"Woodstock, GA","Reviewed Sept. 27, 2013","This was a great experience. I needed to have my loan processed in a time sensitive manner and I remembered the good experience I had with Amerisave on another property I owned two years ago. Amanda ** was my processor this time around and she was outstanding. She gave clear and concise instructions and answered any questions in a timely manner. Within two weeks, I had the approval I needed. Thanks, Amanda, for liking people and your job.",5
Mark,"Portland, OR","Reviewed Sept. 26, 2013",I have refinanced twice with Amerisave. Each time they had the best rates and the refinance went through without a hitch. I have recommended Amerisave to my friends. ,5
Debi,"Lincoln, CA","Reviewed Sept. 26, 2013",Kristopher ** replies immediately to all our concerns and questions with patience and understanding. The ease of use for the website is awesome! There are no bait and switch tactics - the rate and costs are all in black and with no hidden fees. The process is smooth. Thanks so much for giving us this kind of choice for our mortgage needs! Have a very blessed day.,5
Gloria,"Kissimmee, FL","Reviewed Sept. 26, 2013","Home Loan - loan officer was professional, patient, knowledgeable, and able to answer all my questions.",5
Suresh,"Clarksville, TN","Reviewed Sept. 26, 2013","Excellent service, best rate in the market and competitive closing cost .",5
Ben,"Tucson, AL","Reviewed Sept. 26, 2013","My experience with AmeriSave has been very good. The Atlanta office personnel have been very helpful with the two mortgage loans I have had in the past 4 years. Some of the paper support documents requested were redundant and slowed the loan approval process. I should note that I recommended AmeriSave to a family member and his experience was a nightmare (3.5 months, misplaced documents, very poor closing coordination) even with having a very favorable debt to equity ratio and an 800 FICO score. I would use AmeriSave again... he most definitely would not.",5
